detector_exceeds_threshold,cohesion_confirmation,row_count,share_of_screenable,screenable_rows,spearman_n,spearman_rho,spearman_p
False,False,118525,0.9519239264000771,124511,124511,0.420665661222554,0.0
False,True,14,0.00011243986475090554,124511,124511,0.420665661222554,0.0
True,False,3930,0.03156347631936134,124511,124511,0.420665661222554,0.0
True,True,2042,0.016400157415810652,124511,124511,0.420665661222554,0.0
