minimum_clique_size,reciprocity_threshold,pair_id,subject,orcid,tier_type,clique_member
3,0.5,43112,2,0000-0001-7008-6303,Case,True
3,0.5,43120,2,0000-0001-7013-1231,Case,True
3,0.5,43126,2,0000-0001-7018-8289,Case,True
3,0.5,43135,2,0000-0001-7023-5356,Case,True
3,0.5,43147,2,0000-0001-7033-9972,Case,True
3,0.5,43158,2,0000-0001-7041-1479,Case,True
3,0.5,43189,2,0000-0001-7060-3438,Case,True
3,0.5,43198,2,0000-0001-7063-9991,Case,True
3,0.5,43203,2,0000-0001-7065-469X,Case,True
3,0.5,43207,2,0000-0001-7066-8899,Case,True
3,0.5,43208,2,0000-0001-7068-4071,Case,True
3,0.5,43219,2,0000-0001-7078-4064,Case,True
3,0.5,43230,2,0000-0001-7083-8130,Case,True
3,0.5,43252,2,0000-0001-7100-4437,Case,True
3,0.5,43254,2,0000-0001-7101-9305,Case,True
3,0.5,43256,2,0000-0001-7103-2454,Case,True
3,0.5,43257,2,0000-0001-7105-1241,Case,True
3,0.5,43260,2,0000-0001-7106-3197,Case,True
3,0.5,43262,2,0000-0001-7107-2755,Case,True
3,0.5,43277,2,0000-0001-7112-5853,Case,True
3,0.5,43280,2,0000-0001-7115-4275,Case,True
3,0.5,43284,2,0000-0001-7118-0115,Case,True
3,0.5,43287,2,0000-0001-7119-4728,Case,True
3,0.5,43298,2,0000-0001-7129-6185,Case,True
3,0.5,43310,2,0000-0001-7137-5692,Case,True
3,0.5,43321,2,0000-0001-7147-1553,Case,True
3,0.5,43324,2,0000-0001-7149-2485,Case,True
3,0.5,43334,2,0000-0001-7155-4412,Case,True
3,0.5,43340,2,0000-0001-7162-250X,Case,True
3,0.5,43342,2,0000-0001-7163-7840,Case,True
3,0.5,43351,2,0000-0001-7174-7011,Case,True
3,0.5,43352,2,0000-0001-7175-1360,Case,True
3,0.5,43357,2,0000-0001-7181-6048,Case,True
3,0.5,43358,2,0000-0001-7181-9425,Case,True
3,0.5,43362,2,0000-0001-7184-7645,Case,True
3,0.5,43367,2,0000-0001-7185-5725,Case,True
3,0.5,43375,2,0000-0001-7190-4427,Case,True
3,0.5,43381,2,0000-0001-7196-3937,Case,True
3,0.5,43402,2,0000-0001-7210-7470,Case,True
3,0.5,43415,2,0000-0001-7217-4083,Case,True
3,0.5,43425,2,0000-0001-7222-6162,Case,True
3,0.5,43444,2,0000-0001-7237-937X,Case,True
3,0.5,43460,2,0000-0001-7254-8487,Case,True
3,0.5,43461,2,0000-0001-7256-9691,Case,True
3,0.5,43463,2,0000-0001-7258-3880,Case,True
3,0.5,43464,2,0000-0001-7258-746X,Case,True
3,0.5,43465,2,0000-0001-7259-204X,Case,True
3,0.5,43468,2,0000-0001-7260-3263,Case,True
3,0.5,43470,2,0000-0001-7262-2157,Case,True
3,0.5,43479,2,0000-0001-7266-7689,Case,True
3,0.5,43481,2,0000-0001-7267-7027,Case,True
3,0.5,43492,2,0000-0001-7275-3878,Case,True
3,0.5,43500,2,0000-0001-7281-8870,Case,True
3,0.5,43509,2,0000-0001-7290-1631,Case,True
3,0.5,43511,2,0000-0001-7291-9743,Case,True
3,0.5,43514,2,0000-0001-7293-9162,Case,True
3,0.5,43522,2,0000-0001-7301-388X,Case,True
3,0.5,43529,2,0000-0001-7304-1346,Case,True
3,0.5,43539,2,0000-0001-7308-8443,Case,True
3,0.5,43540,2,0000-0001-7309-152X,Case,True
3,0.5,43544,2,0000-0001-7311-5827,Case,True
3,0.5,43551,2,0000-0001-7316-2500,Case,True
3,0.5,43556,2,0000-0001-7319-5337,Case,True
3,0.5,43564,2,0000-0001-7325-0834,Case,True
3,0.5,43565,2,0000-0001-7326-2157,Case,True
3,0.5,43566,2,0000-0001-7327-8845,Case,True
3,0.5,43570,2,0000-0001-7329-5725,Case,True
3,0.5,43577,2,0000-0001-7336-409X,Case,True
3,0.5,43583,2,0000-0001-7345-1003,Case,True
3,0.5,43585,2,0000-0001-7345-938X,Case,True
3,0.5,43589,2,0000-0001-7347-8169,Case,True
3,0.5,43597,2,0000-0001-7349-6041,Case,True
3,0.5,43609,2,0000-0001-7356-776X,Case,True
3,0.5,43612,2,0000-0001-7357-8127,Case,True
3,0.5,43613,2,0000-0001-7359-2041,Case,True
3,0.5,43615,2,0000-0001-7360-8111,Case,True
3,0.5,43636,2,0000-0001-7371-7588,Case,True
3,0.5,43649,2,0000-0001-7378-430X,Case,True
3,0.5,43650,2,0000-0001-7378-6962,Case,True
3,0.5,43660,2,0000-0001-7382-4703,Case,True
3,0.5,43661,2,0000-0001-7382-9643,Case,True
3,0.5,43664,2,0000-0001-7385-5083,Case,True
3,0.5,43665,2,0000-0001-7385-6270,Case,True
3,0.5,43671,2,0000-0001-7389-5835,Case,True
3,0.5,43673,2,0000-0001-7392-0287,Case,True
3,0.5,43678,2,0000-0001-7395-0910,Case,True
3,0.5,43707,2,0000-0001-7416-4647,Case,True
3,0.5,43716,2,0000-0001-7420-9614,Case,True
3,0.5,43717,2,0000-0001-7421-0332,Case,True
3,0.5,43725,2,0000-0001-7425-0457,Case,True
3,0.5,43762,2,0000-0001-7450-0081,Case,True
3,0.5,43772,2,0000-0001-7458-799X,Case,True
3,0.5,43779,2,0000-0001-7461-381X,Case,True
3,0.5,43801,2,0000-0001-7477-0751,Case,True
3,0.5,43828,2,0000-0001-7494-4176,Case,True
3,0.5,43831,2,0000-0001-7496-0950,Case,True
3,0.5,43835,2,0000-0001-7499-0885,Case,True
3,0.5,43836,2,0000-0001-7499-8342,Case,True
3,0.5,43851,2,0000-0001-7511-4190,Case,True
3,0.5,43857,2,0000-0001-7515-5670,Case,True
3,0.5,43862,2,0000-0001-7516-9204,Case,True
3,0.5,43881,2,0000-0001-7531-5662,Case,True
3,0.5,43884,2,0000-0001-7533-7327,Case,True
3,0.5,43894,2,0000-0001-7548-4845,Case,True
3,0.5,43905,2,0000-0001-7559-143X,Case,True
3,0.5,43910,2,0000-0001-7561-1162,Case,True
3,0.5,43914,2,0000-0001-7567-4710,Case,True
3,0.5,43936,2,0000-0001-7582-554X,Case,True
3,0.5,43949,2,0000-0001-7590-3173,Case,True
3,0.5,43974,2,0000-0001-7611-343X,Case,True
3,0.5,43981,2,0000-0001-7616-0383,Case,True
3,0.5,43983,2,0000-0001-7617-9711,Case,True
3,0.5,43984,2,0000-0001-7618-5230,Case,True
3,0.5,43996,2,0000-0001-7625-3838,Case,True
3,0.5,43999,2,0000-0001-7627-5412,Case,True
3,0.5,44001,2,0000-0001-7628-4407,Case,True
3,0.5,44003,2,0000-0001-7631-5699,Case,True
3,0.5,44011,2,0000-0001-7636-2858,Case,True
3,0.5,44013,2,0000-0001-7638-3181,Case,True
3,0.5,44014,2,0000-0001-7638-5654,Case,True
3,0.5,44015,2,0000-0001-7640-0551,Case,True
3,0.5,44017,2,0000-0001-7640-6769,Case,True
3,0.5,44019,2,0000-0001-7640-8502,Case,True
3,0.5,44034,2,0000-0001-7652-4642,Case,True
3,0.5,44045,2,0000-0001-7658-8793,Case,True
3,0.5,44076,2,0000-0001-7682-3060,Case,True
3,0.5,44092,2,0000-0001-7690-2201,Case,True
3,0.5,44105,2,0000-0001-7696-1279,Case,True
3,0.5,44124,2,0000-0001-7707-0910,Case,True
3,0.5,44127,2,0000-0001-7708-1716,Case,True
3,0.5,44129,2,0000-0001-7710-4631,Case,True
3,0.5,44140,2,0000-0001-7719-8607,Case,True
3,0.5,44151,2,0000-0001-7725-1957,Case,True
3,0.5,44159,2,0000-0001-7730-748X,Case,True
3,0.5,44161,2,0000-0001-7731-5594,Case,True
3,0.5,44169,2,0000-0001-7738-4776,Case,True
3,0.5,44172,2,0000-0001-7741-8753,Case,True
3,0.5,44187,2,0000-0001-7748-9527,Case,True
3,0.5,44193,2,0000-0001-7752-5663,Case,True
3,0.5,44200,2,0000-0001-7757-6508,Case,True
3,0.5,44220,2,0000-0001-7771-3234,Case,True
3,0.5,44224,2,0000-0001-7771-806X,Case,True
3,0.5,44248,2,0000-0001-7789-4549,Case,True
3,0.5,44264,2,0000-0001-7798-6339,Case,True
3,0.5,44273,2,0000-0001-7804-8061,Case,True
3,0.5,44282,2,0000-0001-7808-3369,Case,True
3,0.5,44283,2,0000-0001-7809-9686,Case,True
3,0.5,44309,2,0000-0001-7826-5197,Case,True
3,0.5,44311,2,0000-0001-7827-6312,Case,True
3,0.5,44321,2,0000-0001-7835-3293,Case,True
3,0.5,44330,2,0000-0001-7840-1734,Case,True
3,0.5,44369,2,0000-0001-7864-8972,Case,True
3,0.5,44372,2,0000-0001-7865-5013,Case,True
3,0.5,44377,2,0000-0001-7869-4151,Case,True
3,0.5,44390,2,0000-0001-7880-690X,Case,True
3,0.5,44397,2,0000-0001-7884-6661,Case,True
3,0.5,44411,2,0000-0001-7893-8419,Case,True
3,0.5,44419,2,0000-0001-7897-9974,Case,True
3,0.5,44429,2,0000-0001-7908-0522,Case,True
3,0.5,44430,2,0000-0001-7908-155X,Case,True
3,0.5,44436,2,0000-0001-7912-5292,Case,True
3,0.5,44441,2,0000-0001-7919-1302,Case,True
3,0.5,44457,2,0000-0001-7935-0182,Case,True
3,0.5,44473,2,0000-0001-7943-7923,Case,True
3,0.5,44475,2,0000-0001-7945-6956,Case,True
3,0.5,44476,2,0000-0001-7947-4900,Case,True
3,0.5,44481,2,0000-0001-7954-9503,Case,True
3,0.5,44482,2,0000-0001-7956-5482,Case,True
3,0.5,44488,2,0000-0001-7959-3627,Case,True
3,0.5,44494,2,0000-0001-7963-9410,Case,True
3,0.5,44508,2,0000-0001-7972-6362,Case,True
3,0.5,44515,2,0000-0001-7976-7439,Case,True
3,0.5,44517,2,0000-0001-7977-0283,Case,True
3,0.5,44521,2,0000-0001-7979-3426,Case,True
3,0.5,44524,2,0000-0001-7980-368X,Case,True
3,0.5,44528,2,0000-0001-7984-2267,Case,True
3,0.5,44531,2,0000-0001-7987-2781,Case,True
3,0.5,44539,2,0000-0001-7997-8420,Case,True
3,0.5,44543,2,0000-0001-8002-574X,Case,True
3,0.5,44550,2,0000-0001-8005-9325,Case,True
3,0.5,44579,2,0000-0001-8023-2562,Case,True
3,0.5,44592,2,0000-0001-8029-9548,Case,True
3,0.5,44596,2,0000-0001-8032-9516,Case,True
3,0.5,44614,2,0000-0001-8049-6760,Case,True
3,0.5,44625,2,0000-0001-8055-2291,Case,True
3,0.5,44626,2,0000-0001-8056-0056,Case,True
3,0.5,44627,2,0000-0001-8056-9069,Case,True
3,0.5,44653,2,0000-0001-8077-0512,Case,True
3,0.5,44654,2,0000-0001-8077-4708,Case,True
3,0.5,44657,2,0000-0001-8078-6813,Case,True
3,0.5,44665,2,0000-0001-8082-5181,Case,True
3,0.5,44674,2,0000-0001-8087-9550,Case,True
3,0.5,44675,2,0000-0001-8088-8561,Case,True
3,0.5,44695,2,0000-0001-8101-0507,Case,True
3,0.5,44711,2,0000-0001-8116-4813,Case,True
3,0.5,44713,2,0000-0001-8117-5803,Case,True
3,0.5,44718,2,0000-0001-8120-2816,Case,True
3,0.5,44736,2,0000-0001-8139-0247,Case,True
3,0.5,44757,2,0000-0001-8157-6244,Case,True
3,0.5,44759,2,0000-0001-8158-5933,Case,True
3,0.5,44761,2,0000-0001-8159-4020,Case,True
3,0.5,44762,2,0000-0001-8161-276X,Case,True
3,0.5,44763,2,0000-0001-8164-0429,Case,True
3,0.5,44768,2,0000-0001-8168-7999,Case,True
3,0.5,44784,2,0000-0001-8180-135X,Case,True
3,0.5,44793,2,0000-0001-8190-1406,Case,True
3,0.5,44797,2,0000-0001-8194-2419,Case,True
3,0.5,44802,2,0000-0001-8196-2065,Case,True
3,0.5,44806,2,0000-0001-8198-378X,Case,True
3,0.5,44813,2,0000-0001-8202-090X,Case,True
3,0.5,44817,2,0000-0001-8204-4899,Case,True
3,0.5,44824,2,0000-0001-8207-9215,Case,True
3,0.5,44829,2,0000-0001-8212-1129,Case,True
3,0.5,44839,2,0000-0001-8216-4196,Case,True
3,0.5,44841,2,0000-0001-8217-7384,Case,True
3,0.5,44847,2,0000-0001-8222-6254,Case,True
3,0.5,44848,2,0000-0001-8222-7679,Case,True
3,0.5,44862,2,0000-0001-8229-7466,Case,True
3,0.5,44864,2,0000-0001-8232-2115,Case,True
3,0.5,44865,2,0000-0001-8232-4655,Case,True
3,0.5,44870,2,0000-0001-8233-5047,Case,True
3,0.5,44884,2,0000-0001-8241-0078,Case,True
3,0.5,44893,2,0000-0001-8249-9703,Case,True
3,0.5,44911,2,0000-0001-8262-5650,Case,True
3,0.5,44914,2,0000-0001-8264-5176,Case,True
3,0.5,44916,2,0000-0001-8266-5900,Case,True
3,0.5,44920,2,0000-0001-8269-017X,Case,True
3,0.5,44926,2,0000-0001-8272-873X,Case,True
3,0.5,44933,2,0000-0001-8278-2760,Case,True
3,0.5,44953,2,0000-0001-8289-4914,Case,True
3,0.5,44959,2,0000-0001-8293-0751,Case,True
3,0.5,44970,2,0000-0001-8300-2623,Case,True
3,0.5,44983,2,0000-0001-8308-5107,Case,True
3,0.5,44987,2,0000-0001-8311-8204,Case,True
3,0.5,44989,2,0000-0001-8313-5610,Case,True
3,0.5,44992,2,0000-0001-8315-4213,Case,True
3,0.5,45009,2,0000-0001-8326-1932,Case,True
3,0.5,45020,2,0000-0001-8329-4670,Case,True
3,0.5,45028,2,0000-0001-8334-8069,Case,True
3,0.5,45031,2,0000-0001-8337-4152,Case,True
3,0.5,45038,2,0000-0001-8341-0096,Case,True
3,0.5,45053,2,0000-0001-8351-5496,Case,True
3,0.5,45071,2,0000-0001-8363-6597,Case,True
3,0.5,45072,2,0000-0001-8364-5055,Case,True
3,0.5,45073,2,0000-0001-8364-8766,Case,True
3,0.5,45097,2,0000-0001-8389-5978,Case,True
3,0.5,45114,2,0000-0001-8397-8984,Case,True
3,0.5,45125,2,0000-0001-8406-4594,Case,True
3,0.5,45132,2,0000-0001-8412-5262,Case,True
3,0.5,45144,2,0000-0001-8422-2126,Case,True
3,0.5,45149,2,0000-0001-8424-814X,Case,True
3,0.5,45154,2,0000-0001-8428-4482,Case,True
3,0.5,45155,2,0000-0001-8430-1975,Case,True
3,0.5,45159,2,0000-0001-8433-7329,Case,True
3,0.5,45165,2,0000-0001-8438-3229,Case,True
3,0.5,45196,2,0000-0001-8462-8505,Case,True
3,0.5,45207,2,0000-0001-8469-4254,Case,True
3,0.5,45242,2,0000-0001-8492-0282,Case,True
3,0.5,45249,2,0000-0001-8496-6037,Case,True
3,0.5,45251,2,0000-0001-8499-4847,Case,True
3,0.5,45256,2,0000-0001-8504-1001,Case,True
3,0.5,45263,2,0000-0001-8505-7679,Case,True
3,0.5,45264,2,0000-0001-8507-3548,Case,True
3,0.5,45278,2,0000-0001-8520-8406,Case,True
3,0.5,45281,2,0000-0001-8521-7652,Case,True
3,0.5,45297,2,0000-0001-8528-7992,Case,True
3,0.5,45298,2,0000-0001-8528-9760,Case,True
3,0.5,45299,2,0000-0001-8529-3890,Case,True
3,0.5,45300,2,0000-0001-8529-5554,Case,True
3,0.5,45301,2,0000-0001-8530-2099,Case,True
3,0.5,45314,2,0000-0001-8539-0551,Case,True
3,0.5,45315,2,0000-0001-8539-1140,Case,True
3,0.5,45322,2,0000-0001-8543-4219,Case,True
3,0.5,45336,2,0000-0001-8552-7087,Case,True
3,0.5,45354,2,0000-0001-8566-7004,Case,True
3,0.5,45355,2,0000-0001-8567-5004,Case,True
3,0.5,45369,2,0000-0001-8573-8845,Case,True
3,0.5,45372,2,0000-0001-8575-5418,Case,True
3,0.5,45377,2,0000-0001-8577-1127,Case,True
3,0.5,45379,2,0000-0001-8578-2838,Case,True
3,0.5,45380,2,0000-0001-8578-4163,Case,True
3,0.5,45381,2,0000-0001-8578-8578,Case,True
3,0.5,45388,2,0000-0001-8582-5199,Case,True
3,0.5,45393,2,0000-0001-8586-7946,Case,True
3,0.5,45397,2,0000-0001-8588-7103,Case,True
3,0.5,45405,2,0000-0001-8593-3325,Case,True
3,0.5,45421,2,0000-0001-8604-7448,Case,True
3,0.5,45429,2,0000-0001-8610-7623,Case,True
3,0.5,45441,2,0000-0001-8620-938X,Case,True
3,0.5,45447,2,0000-0001-8625-4279,Case,True
3,0.5,45463,2,0000-0001-8640-4062,Case,True
3,0.5,45471,2,0000-0001-8647-0297,Case,True
3,0.5,45479,2,0000-0001-8654-1454,Case,True
3,0.5,45494,2,0000-0001-8665-3130,Case,True
3,0.5,45495,2,0000-0001-8665-5216,Case,True
3,0.5,45501,2,0000-0001-8669-8005,Case,True
3,0.5,45510,2,0000-0001-8678-7243,Case,True
3,0.5,45520,2,0000-0001-8685-4645,Case,True
3,0.5,45538,2,0000-0001-8696-8378,Case,True
3,0.5,45540,2,0000-0001-8698-2890,Case,True
3,0.5,45544,2,0000-0001-8702-5566,Case,True
3,0.5,45569,2,0000-0001-8716-2122,Case,True
3,0.5,45578,2,0000-0001-8721-6557,Case,True
3,0.5,45583,2,0000-0001-8724-9981,Case,True
3,0.5,45584,2,0000-0001-8725-8095,Case,True
3,0.5,45604,2,0000-0001-8742-521X,Case,True
3,0.5,45621,2,0000-0001-8755-1419,Case,True
3,0.5,45628,2,0000-0001-8761-4723,Case,True
3,0.5,45640,2,0000-0001-8771-6092,Case,True
3,0.5,45643,2,0000-0001-8773-600X,Case,True
3,0.5,45655,2,0000-0001-8781-7029,Case,True
3,0.5,45663,2,0000-0001-8786-1310,Case,True
3,0.5,45664,2,0000-0001-8786-2815,Case,True
3,0.5,45679,2,0000-0001-8798-4505,Case,True
3,0.5,45705,2,0000-0001-8814-4997,Case,True
3,0.5,45719,2,0000-0001-8824-1033,Case,True
3,0.5,45728,2,0000-0001-8830-1411,Case,True
3,0.5,45732,2,0000-0001-8832-7734,Case,True
3,0.5,45765,2,0000-0001-8855-5163,Case,True
3,0.5,45812,2,0000-0001-8892-0669,Case,True
3,0.5,45816,2,0000-0001-8897-0172,Case,True
3,0.5,45818,2,0000-0001-8897-6240,Case,True
3,0.5,45823,2,0000-0001-8901-1424,Case,True
3,0.5,45826,2,0000-0001-8903-2129,Case,True
3,0.5,45828,2,0000-0001-8906-2408,Case,True
3,0.5,45829,2,0000-0001-8906-3726,Case,True
3,0.5,45833,2,0000-0001-8910-716X,Case,True
3,0.5,45835,2,0000-0001-8913-0984,Case,True
3,0.5,45837,2,0000-0001-8915-1136,Case,True
3,0.5,45848,2,0000-0001-8921-2381,Case,True
3,0.5,45876,2,0000-0001-8935-2683,Case,True
3,0.5,45886,2,0000-0001-8942-3357,Case,True
3,0.5,45897,2,0000-0001-8949-4075,Case,True
3,0.5,45909,2,0000-0001-8958-8928,Case,True
3,0.5,45912,2,0000-0001-8960-035X,Case,True
3,0.5,45916,2,0000-0001-8962-4765,Case,True
3,0.5,45918,2,0000-0001-8962-8459,Case,True
3,0.5,45920,2,0000-0001-8965-8340,Case,True
3,0.5,45922,2,0000-0001-8968-854X,Case,True
3,0.5,45933,2,0000-0001-8973-4163,Case,True
3,0.5,45947,2,0000-0001-8980-7334,Case,True
3,0.5,45948,2,0000-0001-8980-7529,Case,True
3,0.5,45954,2,0000-0001-8983-4789,Case,True
3,0.5,45962,2,0000-0001-8988-5551,Case,True
3,0.5,45987,2,0000-0001-9006-6844,Case,True
3,0.5,45995,2,0000-0001-9010-3959,Case,True
3,0.5,45997,2,0000-0001-9013-0092,Case,True
3,0.5,46008,2,0000-0001-9023-3542,Case,True
3,0.5,46015,2,0000-0001-9028-0613,Case,True
3,0.5,46021,2,0000-0001-9030-0055,Case,True
3,0.5,46039,2,0000-0001-9042-0831,Case,True
3,0.5,46041,2,0000-0001-9045-2083,Case,True
3,0.5,46043,2,0000-0001-9046-2097,Case,True
3,0.5,46048,2,0000-0001-9049-120X,Case,True
3,0.5,46066,2,0000-0001-9064-0383,Case,True
3,0.5,46084,2,0000-0001-9080-8342,Case,True
3,0.5,46085,2,0000-0001-9081-0899,Case,True
3,0.5,46090,2,0000-0001-9083-1649,Case,True
3,0.5,46094,2,0000-0001-9087-1050,Case,True
3,0.5,46103,2,0000-0001-9093-0049,Case,True
3,0.5,46111,2,0000-0001-9097-3946,Case,True
3,0.5,46114,2,0000-0001-9100-2463,Case,True
3,0.5,46117,2,0000-0001-9102-6756,Case,True
3,0.5,46122,2,0000-0001-9104-4014,Case,True
3,0.5,46126,2,0000-0001-9105-7958,Case,True
3,0.5,46128,2,0000-0001-9106-1754,Case,True
3,0.5,46153,2,0000-0001-9122-9465,Case,True
3,0.5,46154,2,0000-0001-9123-909X,Case,True
3,0.5,46167,2,0000-0001-9133-2446,Case,True
3,0.5,46186,2,0000-0001-9146-5986,Case,True
3,0.5,46206,2,0000-0001-9158-677X,Case,True
3,0.5,46209,2,0000-0001-9160-7454,Case,True
3,0.5,46216,2,0000-0001-9168-5081,Case,True
3,0.5,46230,2,0000-0001-9180-1257,Case,True
3,0.5,46245,2,0000-0001-9190-0861,Case,True
3,0.5,46247,2,0000-0001-9192-5241,Case,True
3,0.5,46249,2,0000-0001-9195-0551,Case,True
3,0.5,46251,2,0000-0001-9195-8908,Case,True
3,0.5,46252,2,0000-0001-9197-1029,Case,True
3,0.5,46256,2,0000-0001-9200-8058,Case,True
3,0.5,46261,2,0000-0001-9203-2189,Case,True
3,0.5,46266,2,0000-0001-9212-2117,Case,True
3,0.5,46280,2,0000-0001-9223-1196,Case,True
3,0.5,46281,2,0000-0001-9223-1591,Case,True
3,0.5,46290,2,0000-0001-9229-3450,Case,True
3,0.5,46300,2,0000-0001-9242-8394,Case,True
3,0.5,46319,2,0000-0001-9256-0934,Case,True
3,0.5,46324,2,0000-0001-9259-4384,Case,True
3,0.5,46331,2,0000-0001-9263-5625,Case,True
3,0.5,46332,2,0000-0001-9265-2310,Case,True
3,0.5,46350,2,0000-0001-9280-8282,Case,True
3,0.5,46355,2,0000-0001-9283-8916,Case,True
3,0.5,46358,2,0000-0001-9285-1993,Case,True
3,0.5,46369,2,0000-0001-9291-7593,Case,True
3,0.5,46374,2,0000-0001-9295-6496,Case,True
3,0.5,46378,2,0000-0001-9297-0781,Case,True
3,0.5,46379,2,0000-0001-9298-0533,Case,True
3,0.5,46382,2,0000-0001-9299-170X,Case,True
3,0.5,46383,2,0000-0001-9299-2104,Case,True
3,0.5,46412,2,0000-0001-9318-2015,Case,True
3,0.5,46425,2,0000-0001-9328-2470,Case,True
3,0.5,46454,2,0000-0001-9346-2674,Case,True
3,0.5,46460,2,0000-0001-9348-7978,Case,True
3,0.5,46467,2,0000-0001-9356-9033,Case,True
3,0.5,46480,2,0000-0001-9366-0216,Case,True
3,0.5,46483,2,0000-0001-9367-3578,Case,True
3,0.5,46499,2,0000-0001-9374-6079,Case,True
3,0.5,46511,2,0000-0001-9382-3409,Case,True
3,0.5,46542,2,0000-0001-9405-1930,Case,True
3,0.5,46560,2,0000-0001-9418-4418,Case,True
3,0.5,46564,2,0000-0001-9420-9793,Case,True
3,0.5,46581,2,0000-0001-9430-0028,Case,True
3,0.5,46585,2,0000-0001-9432-6009,Case,True
3,0.5,46591,2,0000-0001-9439-2102,Case,True
3,0.5,46613,2,0000-0001-9457-9487,Case,True
3,0.5,46617,2,0000-0001-9462-3919,Case,True
3,0.5,46629,2,0000-0001-9468-851X,Case,True
3,0.5,46630,2,0000-0001-9469-2770,Case,True
3,0.5,46652,2,0000-0001-9483-5209,Case,True
3,0.5,46656,2,0000-0001-9485-635X,Case,True
3,0.5,46668,2,0000-0001-9492-8667,Case,True
3,0.5,46669,2,0000-0001-9493-3626,Case,True
3,0.5,46675,2,0000-0001-9497-1622,Case,True
3,0.5,46676,2,0000-0001-9497-2975,Case,True
3,0.5,46681,2,0000-0001-9501-4787,Case,True
3,0.5,46691,2,0000-0001-9508-1349,Case,True
3,0.5,46703,2,0000-0001-9512-8709,Case,True
3,0.5,46713,2,0000-0001-9521-4607,Case,True
3,0.5,46731,2,0000-0001-9533-684X,Case,True
3,0.5,46740,2,0000-0001-9537-8302,Case,True
3,0.5,46752,2,0000-0001-9541-7121,Case,True
3,0.5,46758,2,0000-0001-9545-6577,Case,True
3,0.5,46760,2,0000-0001-9545-7035,Case,True
3,0.5,46764,2,0000-0001-9547-8776,Case,True
3,0.5,46771,2,0000-0001-9553-7588,Case,True
3,0.5,46776,2,0000-0001-9556-9491,Case,True
3,0.5,46792,2,0000-0001-9566-9214,Case,True
3,0.5,46796,2,0000-0001-9568-8757,Case,True
3,0.5,46800,2,0000-0001-9571-0520,Case,True
3,0.5,46805,2,0000-0001-9575-1162,Case,True
3,0.5,46848,2,0000-0001-9605-8028,Case,True
3,0.5,46851,2,0000-0001-9608-2044,Case,True
3,0.5,46852,2,0000-0001-9610-0935,Case,True
3,0.5,46863,2,0000-0001-9620-6270,Case,True
3,0.5,46895,2,0000-0001-9643-170X,Case,True
3,0.5,46902,2,0000-0001-9647-1322,Case,True
3,0.5,46910,2,0000-0001-9654-3429,Case,True
3,0.5,46920,2,0000-0001-9657-9480,Case,True
3,0.5,46931,2,0000-0001-9663-5067,Case,True
3,0.5,46942,2,0000-0001-9669-864X,Case,True
3,0.5,46958,2,0000-0001-9681-4129,Case,True
3,0.5,46966,2,0000-0001-9687-0454,Case,True
3,0.5,46967,2,0000-0001-9687-7920,Case,True
3,0.5,46978,2,0000-0001-9695-7146,Case,True
3,0.5,46983,2,0000-0001-9697-7286,Case,True
3,0.5,46991,2,0000-0001-9709-3992,Case,True
3,0.5,46993,2,0000-0001-9711-1628,Case,True
3,0.5,47003,2,0000-0001-9717-9753,Case,True
3,0.5,47004,2,0000-0001-9718-5838,Case,True
3,0.5,47015,2,0000-0001-9729-6503,Case,True
3,0.5,47020,2,0000-0001-9732-9272,Case,True
3,0.5,47032,2,0000-0001-9744-2718,Case,True
3,0.5,47033,2,0000-0001-9747-8622,Case,True
3,0.5,47043,2,0000-0001-9755-3047,Case,True
3,0.5,47045,2,0000-0001-9757-3697,Case,True
3,0.5,47061,2,0000-0001-9769-8369,Case,True
3,0.5,47062,2,0000-0001-9770-8731,Case,True
3,0.5,47090,2,0000-0001-9796-4823,Case,True
3,0.5,47123,2,0000-0001-9824-7025,Case,True
3,0.5,47125,2,0000-0001-9829-8308,Case,True
3,0.5,47137,2,0000-0001-9839-8106,Case,True
3,0.5,47143,2,0000-0001-9841-847X,Case,True
3,0.5,47144,2,0000-0001-9842-006X,Case,True
3,0.5,47147,2,0000-0001-9843-8112,Case,True
3,0.5,47154,2,0000-0001-9848-5795,Case,True
3,0.5,47155,2,0000-0001-9849-6427,Case,True
3,0.5,47157,2,0000-0001-9850-0473,Case,True
3,0.5,47167,2,0000-0001-9865-2362,Case,True
3,0.5,47177,2,0000-0001-9872-790X,Case,True
3,0.5,47178,2,0000-0001-9873-2354,Case,True
3,0.5,47184,2,0000-0001-9875-9426,Case,True
3,0.5,47198,2,0000-0001-9884-1841,Case,True
3,0.5,47203,2,0000-0001-9887-0626,Case,True
3,0.5,47220,2,0000-0001-9895-8046,Case,True
3,0.5,47231,2,0000-0001-9903-0055,Case,True
3,0.5,47236,2,0000-0001-9905-4807,Case,True
3,0.5,47245,2,0000-0001-9914-6250,Case,True
3,0.5,47255,2,0000-0001-9919-2329,Case,True
3,0.5,47259,2,0000-0001-9921-3505,Case,True
3,0.5,47275,2,0000-0001-9934-699X,Case,True
3,0.5,47287,2,0000-0001-9943-384X,Case,True
3,0.5,47291,2,0000-0001-9946-9578,Case,True
3,0.5,47292,2,0000-0001-9947-2689,Case,True
3,0.5,47298,2,0000-0001-9955-6903,Case,True
3,0.5,47310,2,0000-0001-9965-5645,Case,True
3,0.5,47320,2,0000-0001-9970-403X,Case,True
3,0.5,47321,2,0000-0001-9971-8677,Case,True
3,0.5,47326,2,0000-0001-9975-3480,Case,True
